district,upazilla,jute,pdsi,pdsi_class,aet,aet_class,vap,vap_class,srad,srad_class,soil_moisture,soil_moisture_class,pet,pet_class,def,def_class,vs,vs_class,vpd,vpd_class,pr,pr_class,ro,ro_class,aspect,aspect_class,slope,slope_class,drainage_density,drainage_class,soil_type,soil_type_class,elevation,elevation_class
COX'S BAZAR,Maheskhali,not suitable,-1.582289,incipient dry spell,90.003429,high,2.720712,high,215.661621,very high,228.359823,high,119.010921,very high,29.006199,high,1.850739,high,0.853381,low,261.274084,high,170.850644,high,179.458391,moderate,2.550799,very low,0.176743,very low,4.0,Be,7.97113,very low
COX'S BAZAR,Ramu,not suitable,-1.746533,incipient dry spell,89.921733,high,2.695625,high,216.781412,very high,242.587633,high,119.256587,very high,29.334388,high,1.712778,moderate,0.887357,low,277.578144,high,187.224276,high,179.906663,moderate,4.394754,very low,0.32922,low,9.863636,Bd,15.001697,very low
COX'S BAZAR,Teknaf,not suitable,-1.502929,incipient dry spell,88.632213,high,2.720877,high,216.373127,very high,254.910092,very high,119.426082,very high,30.794786,high,1.938104,high,0.835726,low,315.832749,very high,226.595566,very high,181.369139,moderate,4.807353,very low,0.046165,very low,10.0,Gc,32.537513,very low
COX'S BAZAR,Ukhia,not suitable,-1.620963,incipient dry spell,89.379053,high,2.717529,high,216.62689,very high,246.328996,high,119.368282,very high,29.989539,high,1.84573,high,0.852327,low,295.781512,very high,205.970808,very high,178.034379,moderate,3.036718,very low,0.152191,very low,10.0,Gc,13.847668,very low
FENI,Chhagalnaiya,suitable,-2.021095,mild drought,88.960804,high,2.66971,high,209.805761,high,202.085728,moderate,111.984414,moderate,23.023837,low,1.289187,low,0.86112,low,180.772888,low,91.172634,low,177.909815,moderate,2.098802,very low,0.196114,very low,13.0,Od,6.89301,very low
FENI,Dagonbhuiyan,very suitable,-1.464042,incipient dry spell,89.012177,high,2.691935,high,209.041693,high,186.165521,moderate,112.454386,moderate,23.443082,low,1.432349,moderate,0.842261,low,198.250879,moderate,108.689696,low,174.680799,moderate,1.882835,very low,0.349703,low,4.0,Be,8.025521,very low
FENI,Feni,suitable,-1.758028,incipient dry spell,89.188885,high,2.694703,high,209.57567,high,195.200566,moderate,112.731391,moderate,23.543198,low,1.448027,moderate,0.840711,low,190.874148,low,101.049943,low,175.117732,moderate,2.049938,very low,0.290395,low,9.368421,Bd,7.182965,very low
FENI,Parshuram,suitable,-2.203736,mild drought,88.568357,high,2.643603,high,209.650999,high,201.176852,moderate,110.766411,moderate,22.199822,low,1.109663,very low,0.877932,low,170.164086,low,80.966468,low,176.61755,moderate,1.923039,very low,0.092186,very low,13.0,Od,8.769684,very low
FENI,Sonagazi,very suitable,-1.442092,incipient dry spell,89.205912,high,2.723033,very high,209.720798,high,187.956309,moderate,113.811947,high,24.60539,moderate,1.673927,moderate,0.811624,very low,197.697996,moderate,107.911379,low,174.062387,moderate,1.73796,very low,0.238625,low,4.5,Be,7.379465,very low
KHAGRACHHARI,Dighinala,not suitable,-2.211963,mild drought,86.439793,moderate,2.525237,moderate,209.558198,high,220.486193,high,107.810526,low,21.37046,low,0.916725,very low,0.860514,low,154.87099,low,68.075672,low,177.133636,moderate,8.739675,very low,0.308873,low,9.84127,Bd,113.382706,very low
KHAGRACHHARI,Khagrachari,not suitable,-2.483128,mild drought,86.748716,moderate,2.552671,moderate,210.369567,high,223.830665,high,109.535437,low,22.787479,low,0.972988,very low,0.900011,moderate,161.713389,low,74.631226,low,180.027735,moderate,7.169201,very low,0.349453,low,10.157895,Gc,89.481847,very low
KHAGRACHHARI,Lakshmichari,not suitable,-2.12808,mild drought,86.784171,moderate,2.59256,high,211.354173,high,222.133461,high,110.870469,moderate,24.084435,moderate,1.144789,low,0.863589,low,183.421014,low,96.272358,low,190.893528,moderate,7.319718,very low,0.362375,low,10.0,Gc,62.505822,very low
KHAGRACHHARI,Mohalchhari,not suitable,-2.416517,mild drought,86.645166,moderate,2.562251,moderate,211.034354,high,225.492461,high,110.227743,moderate,23.582896,low,1.001174,very low,0.904983,moderate,168.831682,low,81.904018,low,172.321133,moderate,8.434563,very low,0.360335,low,9.475,Bd,82.534358,very low
KHAGRACHHARI,Manikchhari,not suitable,-1.972264,incipient dry spell,87.398173,high,2.624458,high,211.161715,high,214.399946,high,111.747026,moderate,24.347777,moderate,1.179223,low,0.883719,low,176.820478,low,88.962933,low,180.582811,moderate,4.400428,very low,0.391781,low,10.0,Gc,34.922325,very low
KHAGRACHHARI,Matiranga,not suitable,-2.412001,mild drought,86.971556,moderate,2.577126,moderate,210.672486,high,220.062441,high,110.019688,moderate,23.04701,low,1.050591,very low,0.87791,low,163.951772,low,76.562589,low,186.378469,moderate,6.86377,very low,0.268266,low,12.320755,Af,60.448631,very low
KHAGRACHHARI,Panchhari,not suitable,-2.475398,mild drought,86.950526,moderate,2.553646,moderate,209.893648,high,220.624662,high,108.928931,low,21.978355,low,0.970673,very low,0.880284,low,155.345474,low,67.983403,low,181.354885,moderate,5.813138,very low,0.24326,low,11.0,Gd,82.055653,very low
KHAGRACHHARI,Ramgarh,not suitable,-2.224392,mild drought,87.139017,moderate,2.591049,high,210.863902,high,219.178824,high,110.664697,moderate,23.526611,low,1.0948,very low,0.882563,low,171.713019,low,84.161521,low,186.850404,moderate,6.421662,very low,0.31933,low,10.671053,Gc,61.898762,very low
LAKSHMIPUR,Lakshmipur,suitable,-0.783421,near normal,89.320757,high,2.727432,very high,208.015687,moderate,165.788284,low,112.904446,moderate,23.584082,low,1.613871,moderate,0.813242,low,188.079656,low,98.266178,low,176.363812,moderate,2.249133,very low,0.472261,moderate,7.333333,Nd,5.849072,very low
LAKSHMIPUR,Raipur (Lakshmipur),suitable,-0.810401,near normal,90.16559,very high,2.743569,very high,207.932332,moderate,168.442788,low,113.522441,high,23.356001,low,1.798113,high,0.78611,very low,169.426858,low,78.680479,low,176.470672,moderate,2.574116,very low,0.350899,low,6.25,WR,7.641883,very low
LAKSHMIPUR,Ramganj,very suitable,-0.973338,near normal,89.862586,high,2.692977,high,208.228401,moderate,164.124068,low,112.672832,moderate,22.81088,low,1.447832,moderate,0.851464,low,178.219444,low,87.760802,low,175.921739,moderate,2.60707,very low,0.678467,high,4.0,Be,6.528988,very low
LAKSHMIPUR,Ramgati,marginally suitable,-0.630721,near normal,88.763325,high,2.75545,very high,208.052912,moderate,161.128885,low,113.419318,moderate,24.656226,moderate,1.783363,high,0.784573,very low,198.417931,moderate,109.204903,low,175.668508,moderate,1.489784,very low,0.248878,low,8.810127,Jc,4.848657,very low
NOAKHALI,Begumganj,suitable,-1.096541,incipient dry spell,88.592605,high,2.680906,high,208.412232,moderate,170.928965,low,111.696044,moderate,23.103507,low,1.313862,low,0.862705,low,200.020245,moderate,110.949355,moderate,174.624592,moderate,1.933014,very low,0.558101,moderate,4.490196,Be,6.350616,very low
NOAKHALI,Chatkhil,suitable,-1.036136,incipient dry spell,88.856195,high,2.680084,high,208.337343,moderate,164.299482,low,111.743114,moderate,22.886435,low,1.311787,low,0.862251,low,187.214806,low,97.884607,low,175.793126,moderate,2.472109,very low,0.675813,high,4.0,Be,6.245065,very low
NOAKHALI,Companiganj (Noakhali),not suitable,-1.320012,incipient dry spell,88.548317,high,2.729609,very high,209.087064,high,177.797384,moderate,113.696938,high,25.149401,moderate,1.68988,moderate,0.811384,very low,204.834225,moderate,115.785196,moderate,174.412784,moderate,1.579797,very low,0.210009,low,6.903226,WR,6.539084,very low
NOAKHALI,Hatiya,not suitable,-0.757215,near normal,87.710276,high,2.751042,very high,209.093193,high,172.762059,low,113.752743,high,26.041464,moderate,1.762279,high,0.788534,very low,222.851615,moderate,134.750208,moderate,175.645676,moderate,1.266202,very low,0.083216,very low,9.0,Bd,5.720529,very low
NOAKHALI,Senbag,suitable,-1.355849,incipient dry spell,88.860834,high,2.682113,high,208.727722,high,180.377316,moderate,112.029597,moderate,23.168503,low,1.343638,low,0.859286,low,198.688696,moderate,109.322398,low,174.682866,moderate,1.727668,very low,0.472664,moderate,4.0,Be,7.348978,very low
NOAKHALI,Noakhali,not suitable,-0.989365,near normal,88.104057,high,2.724569,very high,208.450206,moderate,165.608828,low,112.799769,moderate,24.696128,moderate,1.584752,moderate,0.81396,low,211.708278,moderate,123.148367,moderate,175.327844,moderate,1.903441,very low,0.311538,low,8.931973,Jc,5.922958,very low
RANGAMATI,Baghichhari,not suitable,-1.991306,incipient dry spell,85.442583,moderate,2.501833,moderate,209.508954,high,211.09965,moderate,107.581917,low,22.139048,low,0.912358,very low,0.861044,low,157.934398,low,72.178144,low,178.418419,moderate,11.153959,very low,0.294898,low,9.731214,Bd,140.117236,very low
RANGAMATI,Barkal,not suitable,-2.202678,mild drought,85.063073,moderate,2.525917,moderate,212.016197,high,224.681302,high,110.404396,moderate,25.342242,moderate,0.931685,very low,0.933638,moderate,184.332716,low,99.024069,low,177.943876,moderate,10.821164,very low,0.380452,low,9.086093,Bd,108.828373,very low
RANGAMATI,Kawkhali (Rangamati),not suitable,-2.093222,mild drought,87.139674,moderate,2.603774,high,212.110917,high,226.354068,high,112.521558,moderate,25.381428,moderate,1.186872,low,0.903187,moderate,191.424389,low,103.962222,low,182.071098,moderate,8.866306,very low,0.367111,low,9.785714,Bd,58.770878,very low
RANGAMATI,Belaichhari,not suitable,-2.425217,mild drought,85.873604,moderate,2.432382,low,213.647062,very high,253.869664,very high,110.81979,moderate,24.946744,moderate,0.978864,very low,0.920471,moderate,221.242362,moderate,135.177538,moderate,182.953909,moderate,15.574638,low,0.262954,low,9.620087,Bd,239.104905,low
RANGAMATI,Chandraghona,not suitable,-2.11956,mild drought,87.14651,moderate,2.580831,moderate,213.634223,very high,233.254872,high,113.775352,high,26.629851,moderate,1.044032,very low,1.004466,high,192.081722,low,104.627516,low,182.858717,moderate,7.36533,very low,0.403671,low,8.96875,Jc,42.547625,very low
RANGAMATI,Juraichari,not suitable,-2.252453,mild drought,85.125733,moderate,2.500723,moderate,212.767907,high,237.627598,high,110.726827,moderate,25.601092,moderate,0.929026,very low,0.938248,moderate,197.684358,moderate,112.330697,moderate,178.55416,moderate,12.393728,very low,0.310627,low,9.636364,Bd,137.207732,very low
RANGAMATI,Langadu,not suitable,-2.307851,mild drought,86.119754,moderate,2.559924,moderate,211.627163,high,220.158758,high,111.0153,moderate,24.896102,moderate,0.927828,very low,0.970413,moderate,168.698473,low,82.317739,low,175.960016,moderate,5.731343,very low,0.433106,moderate,8.646617,Jc,74.991087,very low
RANGAMATI,Nannerchar,not suitable,-2.250885,mild drought,86.417385,moderate,2.564514,moderate,211.480558,high,226.671176,high,110.547716,moderate,24.13016,moderate,1.031544,very low,0.899713,moderate,179.825179,low,93.132318,low,171.606556,moderate,9.383723,very low,0.371491,low,9.272727,Bd,95.189279,very low
RANGAMATI,Rajasthali,not suitable,-2.131071,mild drought,87.090962,moderate,2.573308,moderate,213.864657,very high,237.912118,high,113.343188,moderate,26.251964,moderate,1.07962,very low,0.956313,moderate,201.905536,moderate,114.530864,moderate,186.100048,moderate,10.031903,very low,0.407396,moderate,10.0,Gc,55.175377,very low
RANGAMATI,Rangamati,not suitable,-2.175351,mild drought,86.510536,moderate,2.567486,moderate,213.043636,high,229.688793,high,112.550957,moderate,26.039858,moderate,1.008563,very low,0.976645,moderate,186.466309,low,99.702579,low,176.657433,moderate,7.832979,very low,0.410272,moderate,8.526316,Jc,65.457376,very low
DHAKA,Dhamrai,moderately suitable,-1.185001,incipient dry spell,89.306456,high,2.642584,high,207.794027,moderate,143.628566,low,109.902968,moderate,20.596449,low,1.083136,very low,0.863261,low,138.090951,very low,48.410943,very low,174.283048,moderate,2.258056,very low,0.559286,moderate,4.0,Be,8.540046,very low
DHAKA,Dohar,suitable,-0.697953,near normal,90.947897,very high,2.655799,high,207.622978,moderate,146.413869,low,110.268705,moderate,19.321319,very low,1.078223,very low,0.877636,low,146.10464,low,54.571332,very low,173.16035,moderate,1.674908,very low,0.365853,low,8.692308,Jc,8.004637,very low
DHAKA,Keraniganj,moderately suitable,-0.807594,near normal,91.172586,very high,2.649189,high,207.577863,moderate,150.596755,low,110.65217,moderate,19.480421,low,1.108121,very low,0.896455,low,150.634141,low,58.888251,very low,172.394979,moderate,1.804262,very low,0.554705,moderate,4.0,Be,7.351535,very low
DHAKA,Nawabganj (Dhaka),moderately suitable,-0.730917,near normal,90.879133,very high,2.64997,high,207.615023,moderate,146.599319,low,110.390191,moderate,19.509943,low,1.084356,very low,0.888322,low,145.677294,very low,54.259039,very low,174.839394,moderate,1.967628,very low,0.396675,low,5.478873,Ao,8.400531,very low
DHAKA,Savar,suitable,-1.169563,incipient dry spell,90.005186,high,2.638014,high,207.474796,moderate,146.691181,low,110.237817,moderate,20.232272,low,1.066695,very low,0.902304,moderate,144.569768,very low,54.114781,very low,174.619929,moderate,2.497374,very low,0.467096,moderate,6.372093,WR,9.691835,very low
DHAKA,Dhaka Metro,not suitable,-1.047691,incipient dry spell,90.76172,very high,2.639749,high,206.927949,moderate,150.50071,low,110.618146,moderate,19.856088,low,1.025498,very low,0.950279,moderate,150.876647,low,59.542595,very low,175.154861,moderate,2.267082,very low,0.494196,moderate,6.4,WR,8.954648,very low
FARIDPUR,Alfadanga,suitable,-0.560707,near normal,90.291429,very high,2.68881,high,206.61996,moderate,131.858347,very low,112.138613,moderate,21.847841,low,1.19553,low,0.934909,moderate,138.343435,very low,47.702777,very low,175.925458,moderate,1.843964,very low,0.401416,low,11.333333,Gd,7.656238,very low
FARIDPUR,Bhanga,suitable,-0.679178,near normal,91.223307,very high,2.672708,high,206.842317,moderate,143.944722,low,111.368571,moderate,20.146015,low,1.1499,low,0.917526,moderate,143.840527,very low,52.05787,very low,174.246321,moderate,1.779938,very low,0.356488,low,11.0,Gd,8.925087,very low
FARIDPUR,Boalmari,very suitable,-0.554852,near normal,89.872359,high,2.672378,high,206.716008,moderate,129.640801,very low,111.510571,moderate,21.637789,low,1.149015,low,0.929186,moderate,136.465042,very low,46.24513,very low,174.074278,moderate,1.840551,very low,0.384679,low,11.256098,Gd,7.690506,very low
FARIDPUR,Charbhadrasan,suitable,-0.783212,near normal,90.178103,very high,2.657528,high,206.854368,moderate,141.178381,low,109.849606,moderate,19.671025,low,1.040781,very low,0.89051,low,139.864226,very low,49.182831,very low,170.581338,moderate,0.865915,very low,0.315755,low,7.909091,Nd,9.331636,very low
FARIDPUR,Faridpur (Faridpur),suitable,-0.794428,near normal,89.641361,high,2.65485,high,206.245689,moderate,134.397012,very low,110.541951,moderate,20.900965,low,1.132231,very low,0.911597,moderate,135.303777,very low,45.260117,very low,172.972688,moderate,1.736402,very low,0.372958,low,9.0,Bd,8.169504,very low
FARIDPUR,Madhukhali,very suitable,-0.578928,near normal,88.738699,high,2.660057,high,206.893353,moderate,123.978686,very low,111.383222,moderate,22.645154,low,1.143079,low,0.928947,moderate,132.234077,very low,43.201185,very low,174.603328,moderate,1.847479,very low,0.368385,low,11.0,Gd,7.659753,very low
FARIDPUR,Nagarkanda,suitable,-0.691552,near normal,90.453858,very high,2.667924,high,206.530359,moderate,137.034383,very low,111.065578,moderate,20.611687,low,1.119619,very low,0.928504,moderate,138.972932,very low,48.041085,very low,174.195075,moderate,1.852708,very low,0.382219,low,11.090909,Gd,7.794089,very low
FARIDPUR,Sadarpur,suitable,-0.673669,near normal,90.814207,very high,2.664139,high,206.83013,moderate,144.010367,low,110.409491,moderate,19.595139,low,1.093161,very low,0.898276,moderate,143.760468,very low,52.388688,very low,172.611492,moderate,1.19544,very low,0.331238,low,9.197183,Bd,8.79737,very low
GAZIPUR,Gazipur,moderately suitable,-1.545368,incipient dry spell,88.847784,high,2.632521,high,207.983396,moderate,144.375577,low,109.679308,moderate,20.831318,low,1.036783,very low,0.879026,low,145.623955,very low,56.444706,very low,175.493594,moderate,2.16601,very low,0.404211,low,8.0,Jc,9.781133,very low
GAZIPUR,Kaliakair,suitable,-1.639149,incipient dry spell,88.062306,high,2.638095,high,208.184214,moderate,140.327365,low,109.645423,moderate,21.58324,low,1.053946,very low,0.860855,low,139.217075,very low,50.926471,very low,174.201679,moderate,2.625087,very low,0.425779,moderate,7.631579,Nd,9.167709,very low
GAZIPUR,Kaliganj (Gazipur),moderately suitable,-1.637126,incipient dry spell,88.985068,high,2.630507,high,208.375022,moderate,144.221957,low,109.878789,moderate,20.891287,low,1.043988,very low,0.878383,low,148.939878,low,59.447996,very low,175.407472,moderate,2.00619,very low,0.366093,low,8.0,Jc,9.917235,very low
GAZIPUR,Kapasia,moderately suitable,-2.068671,mild drought,87.197868,high,2.62687,high,208.283296,moderate,136.040542,very low,109.013325,low,21.816582,low,1.011104,very low,0.854149,low,149.818845,low,62.282536,very low,174.713087,moderate,2.20622,very low,0.363879,low,8.0,Jc,11.413536,very low
GAZIPUR,Sreepur (Gazipur),not suitable,-2.003678,mild drought,86.968266,moderate,2.631411,high,208.139551,moderate,135.950162,very low,109.057487,low,22.089672,low,1.019006,very low,0.850528,low,145.451078,very low,58.289149,very low,173.644185,moderate,2.014149,very low,0.379562,low,8.0,Jc,11.811704,very low
GOPALGANJ,Gopalganj,not suitable,-0.686128,near normal,91.058635,very high,2.7184,high,206.665756,moderate,139.517711,low,113.523578,high,22.466134,low,1.312457,low,0.936312,moderate,142.057771,very low,50.58211,very low,172.494362,moderate,1.528092,very low,0.585293,moderate,14.0,Jt,7.259767,very low
GOPALGANJ,Kasiani,suitable,-0.639361,near normal,90.609322,very high,2.696443,high,206.727693,moderate,137.586059,low,112.288152,moderate,21.679069,low,1.172692,low,0.943033,moderate,140.466794,very low,49.431582,very low,173.299448,moderate,1.630934,very low,0.499162,moderate,14.0,Jt,7.405464,very low
GOPALGANJ,Kotalipara,not suitable,-0.798413,near normal,91.415368,very high,2.71407,high,207.028723,moderate,147.226542,low,113.378794,moderate,21.963942,low,1.278398,low,0.937481,moderate,146.232799,low,54.426079,very low,173.098655,moderate,1.41319,very low,0.488741,moderate,12.945652,Af,7.141704,very low
GOPALGANJ,Muksudpur,suitable,-0.701653,near normal,90.941897,very high,2.683575,high,207.04221,moderate,141.777426,low,111.877589,moderate,20.935503,low,1.122618,very low,0.944574,moderate,142.080122,very low,50.598641,very low,173.851986,moderate,1.647502,very low,0.462724,moderate,13.268293,Od,7.405926,very low
GOPALGANJ,Tungipara,not suitable,-0.697163,near normal,91.462509,very high,2.744782,very high,206.625901,moderate,146.482905,low,114.486661,high,23.024149,low,1.459193,moderate,0.919239,moderate,144.489259,very low,52.686311,very low,171.678277,moderate,1.511508,very low,0.591155,moderate,13.5,Od,7.343123,very low
JAMALPUR,Baksiganj,suitable,-0.856958,near normal,85.884491,moderate,2.629289,high,203.993917,moderate,165.708374,low,107.316213,low,21.43166,low,1.125722,very low,0.809506,very low,161.12197,low,75.231917,low,175.318435,moderate,2.187724,very low,0.368504,low,3.538462,Ge,11.200991,very low
JAMALPUR,Dewanganj,suitable,-0.568422,near normal,85.272857,moderate,2.62687,high,203.472739,low,154.620397,low,107.022615,low,21.749709,low,1.129509,very low,0.807807,very low,165.602614,low,80.318557,low,176.545976,moderate,1.89031,very low,0.339528,low,5.5,Ao,11.457351,very low
JAMALPUR,Islampur,suitable,-0.973809,near normal,85.711052,moderate,2.635426,high,204.967409,moderate,157.931197,low,108.140694,low,22.429582,low,1.114617,very low,0.825249,low,151.37968,low,65.680896,low,176.19516,moderate,2.025414,very low,0.412418,moderate,3.373494,Ge,9.148156,very low
JAMALPUR,Jamalpur,suitable,-1.348912,incipient dry spell,86.405807,moderate,2.642195,high,206.383635,moderate,165.554525,low,108.801638,low,22.395687,low,1.114075,very low,0.823971,low,145.889196,very low,59.4846,very low,173.727886,moderate,1.870669,very low,0.39667,low,4.120301,Be,8.199643,very low
JAMALPUR,Madarganj,suitable,-1.014121,incipient dry spell,85.217214,moderate,2.63808,high,206.085888,moderate,147.8614,low,109.00049,low,23.78296,low,1.148901,low,0.833221,low,141.539698,very low,56.355929,very low,175.935599,moderate,2.14419,very low,0.47907,moderate,2.169492,Rd,9.050573,very low
JAMALPUR,Melandaha,suitable,-1.056929,incipient dry spell,85.909714,moderate,2.638551,high,205.439381,moderate,160.072477,low,108.568148,low,22.657439,low,1.142495,low,0.825389,low,146.742643,low,60.842747,very low,174.877057,moderate,1.92394,very low,0.455919,moderate,3.59322,Ge,9.122838,very low
JAMALPUR,Sarishabari,suitable,-1.208895,incipient dry spell,85.049487,moderate,2.642818,high,207.015377,moderate,143.897995,low,109.612894,moderate,24.562029,moderate,1.140943,low,0.840743,low,135.741308,very low,50.660062,very low,175.566168,moderate,2.317892,very low,0.374218,low,3.714286,Ge,10.105675,very low
KISHOREGANJ,Astogram,not suitable,-2.632009,mild drought,85.923212,moderate,2.620801,high,207.368833,moderate,122.768539,very low,107.677102,low,21.752808,low,0.885516,very low,0.858907,low,156.514449,low,70.020014,low,174.124989,moderate,1.417689,very low,0.403382,low,4.0,Be,8.412812,very low
KISHOREGANJ,Bajitpur,suitable,-2.498678,mild drought,86.336929,moderate,2.620972,high,207.884151,moderate,125.920658,very low,108.475202,low,22.1388,low,0.930954,very low,0.874802,low,152.940526,low,66.0515,low,171.765673,moderate,1.459124,very low,0.415184,moderate,4.0,Be,8.278688,very low
KISHOREGANJ,Bhairab,suitable,-2.380007,mild drought,86.572858,moderate,2.618095,high,207.970214,moderate,126.088223,very low,108.693472,low,22.120352,low,0.935444,very low,0.888724,low,151.153652,low,63.92443,very low,171.193648,moderate,1.598415,very low,0.430227,moderate,4.0,Be,7.816485,very low
KISHOREGANJ,Hossainpur,suitable,-2.399935,mild drought,85.794479,moderate,2.633963,high,207.976932,moderate,123.916626,very low,109.016366,low,23.221328,low,1.02599,very low,0.849541,low,155.386091,low,69.491387,low,174.024032,moderate,1.840655,very low,0.362492,low,4.0,Be,12.982846,very low
KISHOREGANJ,Itna,not suitable,-2.630882,mild drought,86.159079,moderate,2.627238,high,205.896907,moderate,121.366037,very low,107.779088,low,21.621592,low,0.933556,very low,0.879525,low,171.636025,low,85.165757,low,174.669193,moderate,1.371614,very low,0.403814,low,4.0,Be,7.05706,very low
KISHOREGANJ,Karimganj,suitable,-2.666653,mild drought,86.380123,moderate,2.628281,high,206.969042,moderate,124.597358,very low,108.709152,low,22.329628,low,0.982847,very low,0.885847,low,161.3899,low,74.781817,low,172.916159,moderate,1.665062,very low,0.374613,low,4.0,Be,9.6035,very low
KISHOREGANJ,Katiadi,suitable,-2.46808,mild drought,86.541488,moderate,2.624597,high,207.731874,moderate,126.96843,very low,108.929155,low,22.387098,low,0.995075,very low,0.874546,low,154.686333,low,67.792308,low,172.189569,moderate,1.669439,very low,0.387185,low,4.0,Be,9.512911,very low
KISHOREGANJ,Kishoreganj (Kishoreganj),suitable,-2.502836,mild drought,86.177964,moderate,2.629713,high,207.727781,moderate,124.653539,very low,108.927975,low,22.74981,low,1.003455,very low,0.865013,low,158.303653,low,71.937605,low,174.110305,moderate,1.751537,very low,0.355496,low,4.0,Be,11.940765,very low
KISHOREGANJ,Kuliarchar,suitable,-2.379957,mild drought,86.804989,moderate,2.619671,high,207.883272,moderate,128.199423,very low,108.845358,low,22.039748,low,0.974987,very low,0.877986,low,152.718938,low,65.350506,low,172.02289,moderate,1.794465,very low,0.432796,moderate,4.461538,Be,7.806282,very low
KISHOREGANJ,Mithamoin,not suitable,-2.698647,mild drought,85.873619,moderate,2.622621,high,206.5465,moderate,121.011465,very low,107.572456,low,21.699653,low,0.918027,very low,0.863249,low,163.571994,low,77.246702,low,173.865575,moderate,1.362178,very low,0.386419,low,4.0,Be,8.90967,very low
KISHOREGANJ,Nikli,not suitable,-2.620859,mild drought,86.089841,moderate,2.624401,high,207.31601,moderate,125.342221,very low,108.095169,low,22.006165,low,0.924975,very low,0.870102,low,156.715184,low,70.195776,low,172.637198,moderate,1.308522,very low,0.416052,moderate,4.0,Be,8.17683,very low
KISHOREGANJ,Pakundia,suitable,-2.393835,mild drought,86.259119,moderate,2.628077,high,207.989007,moderate,127.480967,very low,108.967191,low,22.708283,low,1.020517,very low,0.855412,low,153.428899,low,66.958476,low,174.640968,moderate,1.813158,very low,0.328724,low,4.930233,Be,14.306247,very low
KISHOREGANJ,Tarail,very suitable,-2.579054,mild drought,86.624355,moderate,2.632866,high,207.169623,moderate,125.20922,very low,108.910296,low,22.287244,low,0.989305,very low,0.883531,low,166.112703,low,79.355803,low,172.742354,moderate,1.663379,very low,0.37195,low,4.0,Be,9.585595,very low
MADARIPUR,Kalkini,suitable,-0.809581,near normal,92.273514,very high,2.736021,very high,207.052549,moderate,156.584606,low,114.37421,high,22.100744,low,1.581403,moderate,0.871503,low,148.117173,low,55.312866,very low,175.271902,moderate,1.828986,very low,0.485126,moderate,11.0,Gd,7.446258,very low
MADARIPUR,Madaripur,suitable,-0.740689,near normal,92.223815,very high,2.705369,high,207.021711,moderate,151.911484,low,113.34845,moderate,21.124741,low,1.373983,low,0.902415,moderate,148.135773,low,55.329353,very low,174.37491,moderate,1.6761,very low,0.446699,moderate,11.246575,Gd,7.805525,very low
MADARIPUR,Rajoir,suitable,-0.746685,near normal,91.655417,very high,2.693704,high,206.917133,moderate,146.012866,low,112.736963,moderate,21.082029,low,1.245027,low,0.933131,moderate,145.269827,very low,53.049619,very low,173.813686,moderate,1.602393,very low,0.420415,moderate,12.758621,Af,7.466446,very low
MADARIPUR,Shibchar,suitable,-0.618148,near normal,91.555311,very high,2.678685,high,207.002602,moderate,149.844298,low,111.296547,moderate,19.741412,low,1.189026,low,0.888913,low,148.389674,low,56.218247,very low,174.408084,moderate,1.248137,very low,0.372025,low,10.085714,Gc,8.821956,very low
MANIKGANJ,Daulatpur (Manikganj),suitable,-1.331488,incipient dry spell,87.867581,high,2.646093,high,207.931108,moderate,132.188019,very low,110.589943,moderate,22.723409,low,1.072057,very low,0.897479,moderate,123.681126,very low,35.541857,very low,176.369868,moderate,1.951135,very low,0.504534,moderate,3.822222,Ge,8.446026,very low
MANIKGANJ,Ghior,suitable,-1.119372,incipient dry spell,88.976199,high,2.645182,high,207.252766,moderate,136.642746,very low,110.408334,moderate,21.433482,low,1.113007,very low,0.892616,low,130.589623,very low,41.243798,very low,174.949945,moderate,2.175541,very low,0.669191,high,4.0,Be,8.236384,very low
MANIKGANJ,Harirampur,suitable,-0.879128,near normal,89.581694,high,2.650023,high,207.775365,moderate,139.908754,low,109.971828,moderate,20.39125,low,1.00687,very low,0.888313,low,136.538866,very low,46.442174,very low,174.628965,moderate,1.153781,very low,0.428945,moderate,7.859375,Nd,9.596541,very low
MANIKGANJ,Manikganj,suitable,-0.972489,near normal,89.704169,high,2.644021,high,207.333834,moderate,142.137863,low,110.11155,moderate,20.407704,low,1.102261,very low,0.881604,low,137.039551,very low,46.868959,very low,175.000204,moderate,2.142077,very low,0.670367,high,4.0,Be,8.463707,very low
MANIKGANJ,Saturia,suitable,-1.194005,incipient dry spell,88.95349,high,2.6448,high,207.477527,moderate,140.046995,low,109.888679,moderate,20.935595,low,1.115574,very low,0.859976,low,132.872965,very low,43.591209,very low,175.277134,moderate,2.154411,very low,0.780057,high,4.0,Be,8.175015,very low
MANIKGANJ,Shibalaya,suitable,-1.118079,incipient dry spell,88.399406,high,2.645573,high,207.608857,moderate,133.599373,very low,110.601511,moderate,22.202632,low,1.073532,very low,0.904842,moderate,127.745249,very low,39.010843,very low,176.395064,moderate,2.186326,very low,0.443514,moderate,3.653846,Ge,8.786048,very low
MANIKGANJ,Singair,suitable,-0.839245,near normal,90.355366,very high,2.643388,high,207.654631,moderate,146.256516,low,110.150952,moderate,19.794559,low,1.089805,very low,0.880628,low,143.549209,very low,52.639069,very low,174.375158,moderate,2.08924,very low,0.475454,moderate,4.0,Be,8.051449,very low
